112, 112, 0.4619203760755714, 0.021781999661138002
123, 123, 0.6574011655926033, 0.027254065063258105
113, 113, 0.8745176069022534, 0.005298975097481587
125, 125, 0.8460060129918393, 0.007976243264731165
102, 102, 0.13310716508077275, 0.019879654831815335
103, 103, 0.09075536774108858, 0.008493747660372912
104, 104, 0.0845287468173125, 0.020957996427017216
105, 105, 0.20622424889709992, 0.022375841597240976
118, 118, 0.753215072665745, 0.011849797939028317
108, 108, 0.9013975616435994, 0.00244313246689489
119, 119, 0.2619152997779683, 0.01899363973331763
109, 109, 0.9025177489831073, 0.004475683465913089
120, 120, 0.2762220768797251, 0.021400973657723914
110, 110, 0.7984363001258986, 0.011093518813558446
121, 121, 0.14694600826167212, 0.015349893706885331
------
112, 123, 0.6951581355625638
112, 113, 0.7744176816940661
112, 125, 0.7702366427919676
112, 102, 0.34748928622780134
112, 103, 0.2815643411181105
112, 104, 0.3218969194645179
112, 105, 0.42837039331399246
112, 118, 0.7371123008799462
112, 108, 0.7697034808381855
112, 119, 0.5042847733184002
112, 109, 0.775165403372545
112, 120, 0.5149735270958541
112, 110, 0.7555437586708067
112, 121, 0.3937746302331019
123, 113, 0.8332391600209711
123, 125, 0.8167425044022896
123, 102, 0.3632806424968532
123, 103, 0.3029719102828033
123, 104, 0.3158131124348108
123, 105, 0.4604672770622181
123, 118, 0.7847510232323271
123, 108, 0.8163374319350009
123, 119, 0.5507317220747446
123, 109, 0.8347906313243287
123, 120, 0.5034675862631046
123, 110, 0.8119575099721956
123, 121, 0.38913705337191684
113, 125, 0.9202068391083478
113, 102, 0.413793888385192
113, 103, 0.3372514776052748
113, 104, 0.3691095583652864
113, 105, 0.5056694913837724
113, 118, 0.879191893344151
113, 108, 0.9335945456070391
113, 119, 0.6302844476102321
113, 109, 0.9366883544159541
113, 120, 0.6081518967627219
113, 110, 0.9119505939346819
113, 121, 0.4621022161035628
125, 102, 0.41412967828707703
125, 103, 0.35548173472049166
125, 104, 0.36499028526385063
125, 105, 0.5127611173367628
125, 118, 0.8768570944732036
125, 108, 0.920901791097857
125, 119, 0.624295707398573
125, 109, 0.9271203640426866
125, 120, 0.5974558167734311
125, 110, 0.8984022119944757
125, 121, 0.4615760373038646
102, 103, 0.13926680797588306
102, 104, 0.13877855812418813
102, 105, 0.2596608079976785
102, 118, 0.4138809400019176
102, 108, 0.4321867353372508
102, 119, 0.2919233468135417
102, 109, 0.4335933276170427
102, 120, 0.2779122092217322
102, 110, 0.4156414671025225
102, 121, 0.20443989702448823
103, 104, 0.10830366446604564
103, 105, 0.1663067121201718
103, 118, 0.33270228221079995
103, 108, 0.34467942382453653
103, 119, 0.232345843809852
103, 109, 0.33731043844420916
103, 120, 0.22931494901097713
103, 110, 0.3240000616835694
103, 121, 0.1914830020133098
104, 105, 0.17720288753612784
104, 118, 0.35780816582646574
104, 108, 0.3837843808898507
104, 119, 0.22473449845627216
104, 109, 0.3742626764264296
104, 120, 0.25950153114511315
104, 110, 0.3799677283301341
104, 121, 0.14484628926391896
105, 118, 0.4920215068029646
105, 108, 0.5093678576327711
105, 119, 0.36801225024872986
105, 109, 0.5314707153096305
105, 120, 0.2943766261787858
105, 110, 0.49679910269886696
105, 121, 0.2654877429031352
118, 108, 0.8980680621780947
118, 119, 0.608061228808571
118, 109, 0.8977050774369074
118, 120, 0.5988193640792813
118, 110, 0.8720509635314652
118, 121, 0.44501583966721153
108, 119, 0.6243343384008665
108, 109, 0.9450596332608425
108, 120, 0.6308700982508715
108, 110, 0.9189400593907963
108, 121, 0.46102166838970793
119, 109, 0.6329700426826689
119, 120, 0.43037207853055376
119, 110, 0.6053747194251586
119, 121, 0.3352711676375919
109, 120, 0.6112574274133511
109, 110, 0.916894324751463
109, 121, 0.46285732713024463
120, 110, 0.6194851500096261
120, 121, 0.31753357136556937
110, 121, 0.4448154876529691
